timestamp_s,pitch_degrees,control_latency_microseconds
8.15,0.23382,1.91
8.16,0.15411,0.72
8.17,-0.09122,0.95
8.18,-0.24314,1.19
8.19,0.06574,1.91
8.2,-0.75364,1.91
8.21,-0.25093,13.11
8.22,-0.36846,23.13
8.23,-0.11734,6.91
8.24,0.23145,5.01
8.25,0.30486,3.10
8.26,0.30348,2.15
8.27,-0.49064,3.10
8.28,-0.3584,2.15
8.29,-0.07662,0.95
8.3,0.03243,3.10
8.31,0.00043,1.91
8.32,-0.4506,1.91
8.33,0.35477,1.19
8.34,-0.07598,2.15
8.35,0.43407,0.95
8.36,0.24953,1.19
8.37,-0.14625,1.19
8.38,-0.08441,0.95
8.39,-0.59122,0.95
8.4,-0.36136,2.15
8.41,0.56233,0.95
8.42,-0.18424,2.15
8.43,0.3213,2.15
8.44,-0.0171,1.91
8.45,-0.6903,1.19
8.46,-0.04859,2.15
8.47,-0.40949,2.15
8.48,-0.34619,2.15
8.49,0.63325,1.19
8.5,0.45964,0.95
8.51,0.36083,1.91
8.52,0.66845,0.95
8.53,0.32117,0.72
8.54,-0.51454,1.91
8.55,0.12727,1.91
8.56,-0.29118,2.15
8.57,-0.18717,0.95
8.58,-0.3406,0.95
8.59,0.4761,1.19
8.6,0.16219,0.95
8.61,-0.2199,1.19
8.62,-0.28254,1.19
8.63,0.30168,2.15
8.64,-0.08974,1.19
8.65,-0.00683,0.95
8.66,-0.16136,0.95
8.67,0.37139,2.15
8.68,0.25576,2.15
8.69,-0.44034,1.19
8.7,-0.26041,1.19
8.71,0.14452,3.10
8.72,0.27159,0.72
8.73,0.00148,1.19
8.74,0.3046,1.19
8.75,-0.33865,1.91
8.76,-0.31779,1.91
8.77,0.37332,2.15
8.78,-0.00767,3.10
8.79,0.38713,2.15
8.8,-0.11704,1.91
8.81,-0.10732,1.91
8.82,-0.26897,2.15
8.83,-0.18937,1.91
8.84,0.02708,0.95
8.85,0.23502,0.95
8.86,-0.46005,1.67
8.87,-0.04787,1.19
8.88,-0.24891,0.95
8.89,-0.26807,1.91
8.9,0.55704,0.95
8.91,0.14039,2.15
8.92,0.2844,2.15
8.93,0.32372,0.95
8.94,-0.01071,1.91
8.95,-0.37499,0.95
8.96,-0.24635,0.95
8.97,-0.29383,1.19
8.98,0.18751,0.95
8.99,0.16671,1.91
9.0,0.03156,0.72
9.01,-0.26463,0.95
9.02,0.14184,0.95
9.03,-0.51993,1.91
9.04,0.26127,0.95
9.05,0.31684,1.19
9.06,-0.03909,0.95
9.07,-0.10027,0.95
9.08,0.20353,0.95
9.09,0.09944,0.95
9.1,0.34772,1.19
9.11,0.10343,1.67
9.12,0.37039,2.15
9.13,0.00396,1.91
9.14,-0.46822,1.91
9.15,-0.47103,2.15
9.16,-0.18362,1.91
9.17,-0.0957,0.95
9.18,0.26151,0.95
9.19,-0.34773,1.91
9.2,0.68108,0.95
9.21,-0.35549,0.95
9.22,-0.33388,1.91
9.23,-0.33579,1.19
9.24,0.33507,1.67
9.25,-0.19327,1.91
9.26,0.07497,1.91
9.27,0.51078,1.91
9.28,-0.17468,1.91
9.29,0.77991,0.95
9.3,0.5761,2.15
9.31,-0.17393,1.91
9.32,0.32385,1.91
9.33,-0.42841,2.15
9.34,0.02157,0.95
9.35,-0.05516,2.15
9.36,0.3699,1.91
9.37,-0.33052,0.95
9.38,-0.44842,0.95
9.39,0.05334,0.72
9.4,-0.0669,2.15
9.41,-0.09671,0.95
9.42,0.60759,0.95
9.43,0.38623,0.95
9.44,-0.6136,1.91
9.45,0.05702,2.15
9.46,-0.03809,2.15
9.47,-0.20259,0.95
