timestamp_s,pitch_degrees,control_latency_microseconds
5.61,0.50618,916.96
5.62,1.25651,822.07
5.63,1.20547,1448.15
5.64,0.24713,1224.99
5.65,2.11857,1049.28
5.66,2.88107,1252.89
5.67,0.55895,2044.20
5.68,0.1707,1267.91
5.69,-0.17635,1744.03
5.7,0.22135,1216.17
5.71,1.66775,968.93
5.72,-0.28478,939.13
5.73,-0.03479,864.03
5.74,-0.00702,877.86
5.75,1.85776,923.16
5.76,2.22621,828.74
5.77,2.02313,842.09
5.78,0.08523,801.09
5.79,3.22473,1164.91
5.8,4.68584,1064.78
5.81,6.24492,854.97
5.82,6.12966,816.11
5.83,5.39443,826.84
5.84,1.69998,868.08
5.85,0.82463,874.28
5.86,1.22067,864.03
5.87,0.23302,821.11
5.88,3.00308,1091.96
5.89,2.88217,1194.95
5.9,2.03483,1041.89
5.91,1.74901,890.97
5.92,1.03945,926.97
5.93,1.29702,900.03
5.94,1.51275,931.02
5.95,0.53245,819.92
5.96,0.01331,842.09
5.97,1.18042,815.15
5.98,1.08725,779.87
5.99,1.10565,790.12
6.0,0.34856,828.03
6.01,2.2797,843.05
6.02,-0.51494,828.03
6.03,-1.50395,837.09
6.04,-2.29667,844.00
6.05,-1.64872,851.87
6.06,-0.02284,877.14
6.07,0.56045,841.86
6.08,1.13206,858.31
6.09,0.72463,859.98
6.1,0.83551,805.85
6.11,0.90723,815.87
6.12,1.72782,797.03
6.13,0.53807,801.09
6.14,-0.10386,813.01
6.15,1.25856,822.07
6.16,0.81748,796.08
6.17,2.9725,797.99
6.18,3.53749,838.76
6.19,-0.04309,832.08
6.2,-0.6362,776.05
6.21,-2.15396,850.92
6.22,-1.23562,787.97
6.23,-0.06993,806.81
6.24,0.6515,827.79
6.25,1.29708,837.80
6.26,-0.14613,798.94
6.27,0.76752,785.83
6.28,1.65438,801.09
6.29,-0.2532,838.04
6.3,0.22247,771.05
6.31,0.42106,820.88
6.32,1.30626,801.80
6.33,0.1091,828.98
6.34,0.79356,782.73
6.35,1.18919,792.74
6.36,0.07064,806.09
6.37,0.96776,785.83
6.38,0.65049,779.87
6.39,2.16191,794.89
6.4,2.32599,783.21
6.41,0.58966,777.01
6.42,1.57145,781.77
6.43,0.05242,828.98
6.44,0.3642,829.22
6.45,1.96101,779.15
6.46,1.18118,796.08
6.47,2.67503,822.07
6.48,0.60385,777.96
6.49,1.48681,802.04
6.5,1.27799,776.05
6.51,0.45281,833.99
6.52,1.62012,772.95
6.53,0.94537,833.03
6.54,1.60477,822.07
6.55,2.02864,775.81
6.56,0.96157,777.96
6.57,1.85906,776.77
6.58,2.49965,766.99
6.59,1.32217,792.03
6.6,3.00918,847.10
6.61,1.21415,796.08
6.62,2.20862,801.09
6.63,0.94834,797.27
6.64,2.83627,815.87
6.65,3.64369,788.93
6.66,2.80087,830.17
6.67,0.73504,795.84
6.68,0.30365,761.03
6.69,0.72489,825.64
6.7,1.21847,831.13
6.71,1.13684,808.95
6.72,1.99089,814.91
6.73,0.97759,780.11
6.74,2.03814,830.89
6.75,-0.64641,793.22
6.76,-0.85948,778.20
6.77,-0.38111,784.87
6.78,1.61955,777.24
6.79,1.77705,780.11
6.8,0.66666,836.85
6.81,2.31027,806.81
6.82,0.81153,799.89
6.83,0.45999,787.02
6.84,1.42342,793.70
6.85,1.44634,770.81
6.86,-0.21318,811.10
6.87,2.08452,756.98
6.88,0.59572,769.62
6.89,1.63438,792.03
6.9,0.8236,781.06
6.91,1.35374,811.10
