timestamp_seconds,trial_1_pitch_deg,trial_2_pitch_deg,trial_3_pitch_deg
1.45,0.15513,0.34562,-0.27255
1.46,0.2035,-0.29999,0.18216
1.47,-0.3055,-0.40776,0.36845
1.48,0.10037,0.48614,0.26678
1.49,0.60103,0.08103,-0.48556
1.5,0.7736,-0.05826,-0.54509
1.51,0.3522,0.3614,-0.49306
1.52,0.35208,0.6472,-0.87518
1.53,0.1681,-0.17146,-0.00044
1.54,0.45122,-0.17982,-0.64074
1.55,0.1757,-0.35338,0.21587
1.56,-0.20474,-0.45748,0.37921
1.57,-0.09843,0.38323,0.31356
1.58,-0.11604,0.12387,-0.28185
1.59,-0.19977,0.26189,-0.87038
1.6,0.3111,0.33869,-0.07045
1.61,0.0057,-0.21378,0.27672
1.62,-0.32499,0.19616,-0.01897
1.63,0.0086,0.29551,-0.0992
1.64,0.19364,0.13764,0.04139
1.65,0.28124,0.22583,0.04691
1.66,-0.28105,0.31025,-0.56973
1.67,-0.81213,-0.4257,-0.19519
1.68,-0.23453,-0.62736,0.61526
1.69,-0.25736,-0.40964,0.72543
1.7,-0.79977,-0.28106,-0.1354
1.71,-0.68467,0.49489,0.24953
1.72,0.34482,0.15578,0.26347
1.73,-0.01843,0.24128,0.46824
1.74,-0.20907,0.4403,0.52588
1.75,-0.00603,-0.19319,0.02492
1.76,0.0375,-0.42601,-0.46806
1.77,0.3057,-0.1954,-0.05329
1.78,0.67817,0.45539,-0.02863
1.79,0.48435,0.55565,0.02921
1.8,-0.27375,0.47806,-0.33737
1.81,0.11154,0.4502,-0.21038
1.82,-0.22975,-0.06518,0.08585
1.83,-0.33332,-0.66113,0.77524
1.84,-0.54502,0.15742,0.15239
1.85,-0.71416,-0.4444,0.72841
1.86,0.21031,-0.5003,0.78783
1.87,-0.1769,0.30048,0.20948
1.88,-0.40791,-0.44901,0.33718
1.89,0.14346,-0.40217,0.5831
1.9,-0.40936,-0.31105,0.3871
1.91,-0.24758,-0.17745,0.55475
1.92,-0.11389,0.11085,0.40667
1.93,0.56905,-0.12397,0.47557
1.94,0.58806,-0.37609,-0.22484
1.95,-0.08719,-0.01842,0.03179
1.96,0.2688,0.86975,-0.16266
1.97,0.3523,0.44762,0.02445
1.98,-0.08859,0.22213,0.27703
1.99,0.27993,0.17997,-0.3002
2.0,-0.58244,0.59214,-0.41528
2.01,-0.05485,0.42583,-0.0015
2.02,-0.00077,-0.49288,-0.72802
2.03,0.11079,-0.12887,-0.06711
2.04,-0.50882,0.25851,-0.33442
2.05,0.02687,0.15011,-0.42969
2.06,0.54452,-0.40616,-0.10599
2.07,0.29318,0.28854,0.20662
2.08,0.27522,0.44636,0.52784
2.09,-0.2249,-0.03413,0.15848
2.1,0.61321,-0.45668,-0.44159
2.11,0.34327,0.15457,-0.14388
2.12,-0.19392,0.4132,-0.03796
2.13,-0.16902,-0.08863,-0.0441
2.14,-0.40125,-0.21995,0.36802
2.15,-0.25822,0.15869,0.51045
2.16,-0.08394,-0.16479,0.38032
2.17,0.76947,-0.4166,-0.65942
2.18,0.19215,-0.4792,-0.70366
2.19,0.53548,0.32216,-0.54782
2.2,0.60792,-0.22407,0.15549
2.21,-0.2488,-0.02385,-0.26601
2.22,0.01641,-0.07296,-0.79979
2.23,0.03107,-0.04296,-0.50537
2.24,0.33128,0.1208,-0.32414
2.25,-0.21142,-0.54012,-0.23365
2.26,0.17364,-0.58992,0.24022
2.27,0.14674,-0.08458,-0.28927
2.28,-0.1828,0.51061,0.42181
2.29,-0.3222,0.29676,0.40788
2.3,-0.47311,-0.00641,0.46876
2.31,-0.44607,0.14867,-0.01174
2.32,-0.31057,-0.15687,-0.00333
2.33,-0.45982,-0.59608,-0.29906
2.34,-0.28256,-0.32746,-0.22006
2.35,-0.44495,0.09198,0.03992
2.36,0.38467,-0.02131,-0.43855
2.37,0.564,0.45202,0.19242
2.38,0.64228,0.53716,-0.0544
2.39,-0.3071,-0.13736,0.15751
2.4,0.35944,-0.58278,0.10513
2.41,0.00601,-0.56794,-0.45193
2.42,-0.29826,0.36633,-0.67536
2.43,0.05233,0.48752,-0.31114
2.44,0.09644,-0.07744,-0.35405
2.45,-0.65984,0.29626,0.38624
2.46,-0.27852,0.53163,0.36629
2.47,0.29498,-0.07933,-0.1726
2.48,-0.4105,0.36761,-0.31851
2.49,-0.52075,-0.21924,-0.2066
2.5,-0.55532,0.22,0.26949
2.51,-0.35758,0.00622,0.45544
2.52,0.07109,0.22582,0.05011
2.53,0.29744,-0.47302,0.08383
2.54,0.44179,-0.04782,0.25163
2.55,0.71976,0.40195,0.43733
2.56,0.35407,0.23903,-0.16976
2.57,0.26491,0.48837,0.62867
2.58,0.5009,-0.35008,0.37076
2.59,0.52427,0.4384,0.40868
2.6,-0.0554,-0.04004,0.41299
2.61,0.59909,-0.31277,0.05965
2.62,0.62234,0.04157,0.12314
2.63,-0.05181,0.10538,0.10345
2.64,-0.49092,-0.1636,-0.09594
2.65,0.12711,-0.08812,-0.04298
2.66,-0.35613,0.43454,-0.05877
2.67,-0.09971,0.2121,-0.22418
2.68,-0.48347,0.48273,-0.88197
2.69,-0.50164,0.50967,-0.81556
2.7,-0.30221,-0.22803,-0.45155
2.71,-0.58353,-0.43797,-0.34346
2.72,-0.36878,0.24189,-0.02517
2.73,-0.20834,0.49357,-0.63796
2.74,-0.40015,0.33246,0.44747
2.75,-0.26064,0.11094,0.54097
2.76,0.57721,-0.60262,0.04995
2.77,1.05457,-0.39644,0.167
2.78,0.01466,-0.08301,-0.07457
2.79,0.48569,-0.16265,0.0206
2.8,-0.0954,-0.18032,0.25625
2.81,-0.1805,0.08828,0.19607
2.82,-0.08246,0.57315,-0.14
2.83,0.07812,-0.35489,-0.18091
2.84,-0.2445,-0.69047,-0.53171
2.85,-0.41987,-0.70601,-0.30422
2.86,0.28491,-0.12069,0.40028
2.87,0.28118,0.21665,0.55373
2.88,0.47538,0.00311,-0.53308
2.89,-0.05616,0.35127,-0.71761
2.9,-0.63046,-0.13771,-0.56211
2.91,0.02825,-0.29682,0.02826
2.92,0.05792,-0.28289,0.19928
2.93,-0.08655,0.4176,0.44405
2.94,0.47696,-0.233,0.31417
2.95,0.49077,-0.49922,-0.42405
2.96,-0.08291,-0.15273,-0.32482
2.97,-0.04645,-0.44549,-0.23686
2.98,0.16285,-0.15528,0.35196
2.99,-0.08401,0.19066,-0.36987
3.0,-0.30171,-0.1992,0.30398
3.01,-0.34688,0.61532,-0.08103
3.02,-0.24731,0.9478,-0.41751
3.03,-0.42471,-0.05066,0.33063
3.04,0.07649,0.40421,0.26706
3.05,0.73522,0.442,0.22316
3.06,0.3925,0.20976,-0.20338
3.07,0.64091,0.07083,0.72485
3.08,0.29708,-0.52164,0.69885
3.09,-0.20967,-0.58083,0.73857
3.1,-0.31578,-0.35937,0.25784
3.11,-0.22044,0.09633,-0.1181
3.12,-0.1556,0.25435,0.17513
3.13,-0.49094,0.5081,-0.2937
3.14,-0.36433,0.38463,-0.64994
3.15,0.44062,0.22459,0.02447
3.16,0.00135,0.04322,0.1647
