timestamp_s,pitch_degrees_t1,control_latency_microseconds_t1,pitch_degrees_t2,control_latency_microseconds_t2,pitch_degrees_t3,control_latency_microseconds_t3
4.16,0.09284,1.67,0.30818,3.81,0.67871,1.91
4.17,0.49184,1.91,-0.34595,0.95,0.1991,1.91
4.18,-0.02535,1.19,0.02748,1.19,0.20485,1.19
4.19,0.39509,2.15,0.38608,0.95,-0.13272,0.95
4.2,0.64267,0.95,0.11754,1.19,0.18843,5.96
4.21,0.19755,1.19,-0.12939,0.95,0.27912,5.96
4.22,-0.47794,0.95,0.05153,0.95,0.16589,4.77
4.23,-0.53295,2.15,0.39597,2.15,0.06524,8.11
4.24,-0.00358,0.95,-0.01977,0.95,0.30781,4.05
4.25,0.46381,2.15,-0.19075,2.15,-0.55921,5.72
4.26,0.06066,1.19,-0.21133,0.95,0.23147,5.72
4.27,-0.45765,2.15,0.15765,0.95,0.38961,4.77
4.28,-0.30658,2.15,-0.29205,1.19,0.36756,3.81
4.29,0.30949,0.95,-0.06247,7.15,0.19476,4.77
4.3,-0.57811,0.95,0.15206,4.77,-0.04246,5.72
4.31,0.33066,1.91,0.42692,5.01,-0.4078,4.05
4.32,-0.35888,1.91,-0.23491,3.1,-0.21204,11.68
4.33,0.34605,0.95,0.67581,2.62,-0.61595,4.77
4.34,-0.15236,1.91,0.38398,7.87,-0.33621,1.91
4.35,-0.12548,0.95,0.29421,8.82,-0.27207,5.01
4.36,-0.27421,0.95,-0.05933,9.06,0.14687,11.21
4.37,-0.26779,2.86,-0.34364,9.06,0.01949,3.1
4.38,0.02736,1.19,-0.3204,8.11,-0.09679,3.1
4.39,0.04127,1.19,-0.43637,10.25,-0.39755,3.1
4.4,-0.42768,1.19,0.37917,8.34,-0.3796,3.1
4.41,-0.46476,1.91,-0.10329,9.78,0.28475,1.91
4.42,-0.37012,0.72,0.34971,11.92,0.46843,0.95
4.43,-0.04137,0.95,-0.13159,3.1,0.1673,2.15
4.44,0.12331,1.91,0.49834,3.1,0.72911,2.15
4.45,-0.25351,1.91,0.01156,2.62,0.69679,1.91
4.46,0.55202,2.15,0.10105,1.91,0.21428,1.67
4.47,0.14393,0.95,-0.31217,5.01,-0.3483,1.67
4.48,0.25053,2.15,-0.1317,2.15,0.21745,2.15
4.49,0.15581,1.19,-0.76433,6.91,-0.58332,2.15
4.5,0.1341,0.72,0.32311,5.96,-0.17836,1.91
4.51,0.53868,0.95,-0.38667,6.91,-0.18993,0.95
4.52,0.07403,0.95,-0.48325,5.01,0.25873,1.91
4.53,0.39774,1.19,0.30486,3.1,0.31783,2.15
4.54,0.26496,1.91,-0.48939,7.39,0.23188,1.91
4.55,0.359,1.67,-0.33296,7.87,0.20991,1.91
4.56,0.17751,0.95,-0.12985,1.19,0.1257,1.91
4.57,0.21961,1.91,0.49625,2.86,-0.13483,0.95
4.58,-0.04471,0.95,-0.25696,2.15,0.15375,1.19
4.59,-0.62165,1.91,-0.28148,1.67,0.68425,0.95
4.6,-0.30682,2.15,0.51143,1.91,0.19834,0.95
4.61,-0.1862,1.19,0.42896,2.15,-0.04765,0.95
4.62,-0.31338,0.95,0.03427,3.1,0.37461,0.95
4.63,0.3153,1.19,0.43709,2.15,0.12695,2.86
4.64,-0.17117,2.15,-0.02608,2.15,-0.49705,2.15
4.65,0.53128,1.91,-0.30414,0.95,-0.49654,1.91
4.66,-0.1508,0.95,-0.06428,0.95,0.05488,0.95
4.67,0.36138,3.1,-0.19421,0.95,-0.00992,0.95
4.68,0.33322,1.67,0.39205,1.67,0.24079,0.95
4.69,0.44266,1.19,0.24742,2.15,-0.54471,0.95
4.7,0.08801,2.15,-0.4216,2.15,0.35423,1.91
4.71,-0.19397,0.95,-0.00927,1.91,-0.45726,0.95
4.72,0.14818,0.95,-0.33726,0.95,-0.00287,1.67
4.73,-0.21208,0.95,-0.38392,0.95,0.12829,1.19
4.74,-0.7438,5.96,0.07429,2.15,-0.21662,1.91
4.75,-0.01733,1.19,-0.17269,0.95,-0.61224,0.95
4.76,-0.283,2.15,0.26054,0.95,-0.28566,1.91
4.77,0.33396,5.96,0.08277,0.95,0.06299,0.95
4.78,-0.08983,2.15,-0.70604,1.91,-0.23212,2.15
4.79,-0.28826,0.95,-0.80231,1.91,0.2181,2.15
4.8,-0.12264,0.95,-0.79898,0.95,-0.45112,2.15
4.81,-0.19434,1.19,-0.54472,1.91,0.04556,2.15
4.82,-0.52827,1.91,-0.42073,2.15,-0.3081,1.19
4.83,0.30151,0.95,0.60373,4.77,0.42726,0.95
4.84,-0.11669,2.86,0.35519,4.77,-0.39749,0.95
4.85,-0.06034,1.91,0.30839,3.81,0.04917,0.95
4.86,-0.28635,3.1,0.31928,5.96,0.13588,1.91
4.87,-0.18215,1.91,0.42469,3.1,-0.62515,1.91
4.88,-0.20173,2.15,0.18508,4.77,0.41667,0.95
4.89,0.05454,1.91,0.18307,2.86,0.14552,1.19
4.9,0.12978,1.91,-0.20013,1.91,-0.66732,0.95
4.91,0.51088,2.15,-0.02589,3.1,-0.41496,1.19
4.92,-0.1771,2.15,-0.70755,1.91,0.05346,1.91
4.93,0.35794,0.95,-0.33544,1.91,-0.11878,1.19
4.94,0.41311,1.67,-0.32404,1.91,0.65619,0.95
4.95,0.84419,9.06,0.4017,1.91,0.2746,0.95
4.96,0.40747,0.95,0.27733,1.91,0.18142,2.15
4.97,-0.26152,2.15,-0.24367,1.67,0.26228,0.95
4.98,0.31476,1.19,0.29084,0.95,0.65272,0.72
4.99,0.10422,1.91,0.12251,0.95,0.23419,2.15
5.0,0.37894,1.19,-0.62855,0.95,0.58232,0.95
5.01,-0.38653,1.67,0.38525,1.19,-0.56566,0.95
5.02,0.21879,0.95,-0.61648,1.91,-0.14739,0.95
5.03,0.29867,2.86,-0.39061,1.91,0.38868,2.15
5.04,-0.56354,1.19,0.47657,1.67,0.27527,2.86
5.05,-0.25622,1.91,-0.11746,0.95,0.36202,0.95
5.06,0.16451,0.95,-0.38948,0.95,-0.16021,0.95
5.07,-0.90848,2.15,0.03178,0.95,-0.50699,0.95
5.08,-0.50743,4.05,-0.51408,0.95,-0.18692,0.72
5.09,-0.31103,2.15,-0.20172,0.95,-0.45198,2.15
5.1,-0.47039,0.72,-0.15224,0.95,-0.21028,0.95
5.11,-0.2146,1.91,-0.25322,0.95,0.01657,0.72
5.12,0.72093,0.95,-0.24504,1.91,-0.23996,2.15
5.13,0.45627,1.91,-0.2092,2.15,0.54309,5.01
5.14,-0.03261,2.15,-0.18568,1.91,0.33262,4.05
5.15,0.1752,2.15,-0.03457,2.15,0.25423,3.81
5.16,0.74514,3.1,0.818,0.95,-0.00386,3.1
5.17,0.58145,2.15,0.62295,2.15,-0.02305,3.81
5.18,-0.11554,2.86,0.30118,0.95,-0.8007,1.19
5.19,-0.1225,2.15,-0.18364,0.95,-0.79671,1.19
5.2,-0.33118,2.15,0.01764,1.19,-0.281,1.91
5.21,0.31305,1.91,-0.06443,2.15,-0.62796,2.15
5.22,-0.18683,1.91,0.44619,0.95,-0.24268,0.95
5.23,0.17046,0.95,0.58688,0.95,0.28066,1.19
5.24,-0.44137,2.15,0.47907,1.19,0.24519,1.91
5.25,0.17078,2.15,0.13693,1.19,0.36555,2.15
5.26,-0.66774,2.15,0.25854,0.95,-0.31252,1.19
5.27,-0.2671,1.91,-0.06081,0.95,-0.05692,1.91
5.28,0.41058,2.15,0.29692,0.95,0.72321,2.15
5.29,-0.08234,1.91,0.39708,2.15,0.57333,1.91
5.3,0.23689,2.15,-0.31685,0.95,0.13806,1.91
5.31,-0.4495,2.15,0.06535,0.72,0.35701,0.95
5.32,0.52426,1.91,0.12905,2.15,0.11538,1.91
5.33,0.29899,1.91,-0.5086,0.95,0.16569,6.91
5.34,-0.13257,1.67,-0.55852,1.91,-0.54726,1.19
5.35,0.28167,2.15,0.13149,0.72,-0.53159,2.15
5.36,0.35987,0.95,-0.56846,0.95,0.58351,1.67
5.37,-0.3054,1.19,-0.09103,1.19,0.08569,0.95
5.38,-0.59283,1.19,-0.15162,0.95,0.15734,7.87
5.39,-0.34492,1.67,0.34937,1.19,-0.42861,6.2
5.4,-0.24128,0.95,-0.05774,1.19,-0.02591,4.05
5.41,-0.1286,0.95,0.30452,1.19,-0.15081,6.91
5.42,-0.18185,1.91,-0.4661,0.95,0.26956,1.91
5.43,0.17972,2.15,0.2698,2.15,0.21449,0.95
5.44,-0.09947,0.95,0.24941,2.86,-0.71011,0.95
5.45,-0.39616,0.95,0.20659,0.95,-0.26686,2.15
5.46,0.11768,0.95,-0.65833,1.91,0.27683,4.05
5.47,-0.40782,4.05,0.39955,2.15,-0.65939,0.95
5.48,0.01723,8.11,-0.48425,0.95,-0.12861,2.15
5.49,0.54924,6.91,-0.53482,0.95,-0.03236,0.95
5.5,0.36992,4.29,-0.24755,0.95,0.19989,2.15
5.51,-0.24466,3.81,0.23884,2.15,-0.44144,0.95
5.52,0.37327,2.15,0.05409,0.95,0.56525,0.95
5.53,-0.30239,2.15,-0.46102,2.15,-0.42146,0.72
5.54,-0.54755,5.25,-0.09278,1.91,-0.12125,2.15
5.55,0.39837,3.1,0.44651,2.15,0.45708,1.91
5.56,-0.09932,1.91,0.09075,0.72,0.59769,0.95
5.57,-0.16674,2.15,-0.01198,1.19,0.36866,1.67
5.58,-0.20956,1.91,-0.35714,1.19,0.44458,0.95
5.59,-0.69358,1.91,-0.10869,1.91,0.28701,0.95
5.6,-0.27792,2.15,-0.26737,0.72,-0.1556,2.15
5.61,0.08616,1.91,0.56816,1.19,-0.19721,2.15
5.62,0.05413,0.72,-0.38461,0.72,0.28816,2.15
5.63,0.01754,1.91,-0.47647,1.91,-0.38753,1.91
5.64,-0.28012,0.95,-0.1672,1.19,-0.20768,2.15
5.65,0.34894,2.15,-0.15917,1.91,-0.30763,1.19
5.66,-0.06326,2.15,-0.10269,1.91,-0.27334,1.19
5.67,-0.31041,3.1,0.15578,0.95,-0.16259,1.67
5.68,-0.25648,6.2,0.07671,1.91,0.07327,0.95
5.69,-0.26349,0.95,-0.14136,2.15,0.32027,1.91
5.7,0.39938,1.91,0.38594,1.67,-0.02117,1.67
5.71,-0.01699,1.91,0.34684,2.15,0.20439,0.95
5.72,-0.3666,0.95,0.31072,1.91,0.15603,2.15
5.73,0.04897,1.67,-0.17608,3.1,-0.29509,2.15
5.74,0.15772,1.19,0.13755,2.15,-0.08142,0.95
5.75,0.47665,1.91,-0.16724,0.95,-0.31636,2.15
5.76,0.46959,2.15,-0.18217,2.15,0.41626,2.15
5.77,-0.50586,0.95,0.07133,0.95,-0.35292,1.19
5.78,-0.65256,1.91,-0.16437,0.95,0.44722,2.15
5.79,-0.05481,2.15,0.88738,0.95,-0.01212,0.95
5.8,0.49237,0.95,-0.07168,0.95,-0.10564,1.91
5.81,0.02355,1.91,0.43515,1.91,0.21156,2.15
5.82,-0.13766,0.95,-0.04384,2.15,0.30508,0.95
5.83,-0.73841,2.15,-0.48336,0.95,0.38504,1.19
5.84,-0.01624,1.91,-0.29656,0.95,-0.53015,1.91
5.85,0.33687,1.91,-0.29086,2.15,-0.46805,0.95
5.86,0.0627,2.86,0.33869,1.19,0.37183,1.19
5.87,-0.38881,1.91,-0.59485,2.15,0.23171,1.19
5.88,0.30588,1.19,0.16147,1.91,-0.20479,2.15
5.89,0.47211,2.15,-0.76727,0.95,0.32205,2.15
5.9,-0.13866,0.72,-0.31603,2.15,0.28186,0.95
5.91,-0.04709,2.15,0.10779,0.95,-0.1762,3.1
5.92,-0.61342,1.67,0.56185,0.95,0.23241,0.95
5.93,-0.00864,0.95,0.5754,2.15,0.12956,0.95
5.94,-0.17947,2.15,0.23996,0.95,-0.38612,2.15
5.95,0.29905,1.91,0.60368,0.95,-0.05007,4.05
5.96,0.11234,0.95,-0.05975,0.72,0.36713,1.91
5.97,-0.32601,0.95,-0.15004,2.15,-0.22131,2.86
5.98,-0.52311,0.95,0.03484,0.95,-0.21075,1.91
5.99,-0.38755,0.95,0.01916,0.95,-0.52318,3.1
6.0,0.55296,1.91,0.00402,1.19,-0.33811,2.15
6.01,-0.123,1.91,0.55962,0.95,0.49819,2.15
6.02,0.51205,0.95,-0.0124,1.91,-0.38515,1.19
6.03,-0.49645,1.67,-0.56934,2.15,-0.05027,2.62
6.04,-0.03068,1.19,0.06876,4.77,0.15554,1.91
6.05,-0.44655,2.15,-0.16756,1.91,0.05244,0.95
6.06,0.34984,1.91,0.3163,0.72,0.05334,1.91
6.07,-0.19447,2.15,-0.38168,0.95,-0.2258,2.15
6.08,-0.0844,1.19,-0.30901,1.91,0.07691,1.91
6.09,0.06891,2.15,0.14116,0.95,0.5738,1.91
6.1,-0.46829,1.91,0.2564,0.95,0.6821,1.91
6.11,0.44806,0.95,-0.4733,2.15,-0.34359,0.95
6.12,0.40001,2.15,0.36084,0.95,0.10544,1.91
6.13,0.03924,1.91,-0.00146,1.91,0.1118,1.19
6.14,0.18989,2.15,-0.16739,0.95,0.34513,0.95
6.15,0.21033,2.15,0.05701,4.77,-0.1963,1.91
6.16,-0.35115,0.95,-0.12194,0.95,0.37022,0.72
6.17,-0.39627,1.91,-0.59585,2.15,0.52567,0.95
6.18,0.41775,0.95,-0.35272,0.95,-0.21679,0.72
6.19,-0.13567,1.91,0.32452,0.95,0.36249,1.91
6.2,-0.15143,0.95,0.25625,1.19,-0.16898,2.15
6.21,0.49181,0.95,-0.41507,1.91,-0.01437,1.19
6.22,0.39403,2.15,-0.21383,1.19,0.26974,0.95
6.23,0.16907,0.95,0.00125,1.67,0.20094,0.95
6.24,0.59658,0.95,-0.4581,6.91,0.25355,0.95
6.25,-0.29384,1.67,0.32362,6.91,0.34957,1.19
6.26,-0.61124,0.95,0.38998,4.05,-0.34275,1.19
6.27,0.29219,0.95,0.13463,3.1,-0.14733,2.15
6.28,-0.55156,2.15,0.30891,2.15,0.254,0.95
6.29,0.16023,0.95,0.25324,1.91,0.34807,1.19
6.3,-0.19365,0.95,0.12567,2.86,-0.24871,0.95
6.31,0.23187,2.15,0.18522,2.15,-0.59607,1.91
6.32,-0.73614,1.19,0.52914,1.67,0.06173,1.91
6.33,-0.07366,0.95,-0.40606,1.91,0.20608,0.95
6.34,-0.54417,0.95,0.47736,1.91,0.27371,2.15
6.35,-0.50832,0.95,-0.17575,2.15,-0.38221,1.91
6.36,0.11955,1.19,-0.00915,1.91,0.2599,1.91
6.37,0.37216,0.95,0.11571,2.15,-0.16929,2.15
6.38,0.15481,1.67,-0.19708,1.19,-0.45822,1.91
6.39,0.16714,1.19,-0.42504,1.67,-0.1794,2.15
6.4,0.2408,1.91,-0.4047,0.72,0.34004,2.86
6.41,-0.39952,0.95,-0.16249,0.95,-0.21569,3.1
6.42,-0.41093,1.67,-0.26272,0.95,0.16422,0.95
6.43,-0.45178,2.15,0.07589,2.15,-0.21704,0.95
6.44,0.36061,1.19,-0.05955,1.91,-0.03204,0.95
6.45,0.55291,0.95,-0.21433,0.95,-0.4808,2.15
6.46,-0.19424,1.19,0.51468,0.95,0.3338,1.91
6.47,-0.10332,0.95,-0.40408,0.95,0.1808,0.95
6.48,0.78814,0.95,-0.31722,0.95,-0.03723,1.19
6.49,-0.00283,0.95,0.15183,1.91,-0.33624,1.91
6.5,0.67019,0.95,-0.37611,2.15,-0.03483,5.96
6.51,-0.19616,1.91,0.11122,2.15,0.06053,3.1
6.52,0.4626,1.91,-0.51535,0.95,-0.72503,0.95
6.53,-0.49855,0.95,0.50261,0.95,0.2663,2.15
6.54,0.09616,0.95,-0.2669,1.91,0.08748,1.19
6.55,-0.18241,1.91,0.22549,1.19,0.08993,0.95
6.56,0.04236,0.72,0.13586,0.95,-0.06029,0.95
6.57,0.3527,1.67,0.50217,1.91,-0.6534,0.95
6.58,-0.06231,0.72,0.06993,5.96,-0.20757,2.15
6.59,0.05113,1.91,0.15182,1.91,0.56063,0.95
6.6,0.31636,2.15,-0.31215,2.15,-0.26239,0.95
6.61,-0.27821,1.19,0.61911,1.91,-0.23554,0.95
6.62,0.67782,0.95,-0.14189,1.67,0.53573,2.15
6.63,0.14506,0.95,0.23945,0.95,0.51357,2.15
6.64,0.11803,2.15,-0.27049,0.95,0.39479,2.15
6.65,-0.26899,0.72,0.34681,0.95,-0.6675,1.19
6.66,0.20278,0.95,0.23838,5.72,-0.33602,0.95
6.67,0.30514,0.95,-0.13682,1.91,0.09213,0.95
6.68,0.1748,0.95,0.20083,2.86,-0.02113,5.01
6.69,0.15881,3.81,-0.56148,1.91,-0.01901,0.95
6.7,-0.22524,5.25,-0.22702,1.91,-0.0029,1.91
6.71,-0.28873,4.29,0.38061,1.91,-0.30472,1.91
6.72,-0.29527,3.81,-0.24645,2.15,0.53489,1.91
6.73,0.1371,2.86,0.19048,1.91,-0.09381,0.95
6.74,-0.33848,1.91,0.07849,6.2,-0.12055,1.19
6.75,-0.03337,2.15,-0.45037,0.95,0.30365,1.67
6.76,0.15852,2.62,-0.47398,1.91,-0.31348,0.95
6.77,0.32427,1.91,-0.39569,0.95,0.15057,0.95
6.78,-0.22831,1.19,-0.31301,0.95,0.44234,1.19
6.79,0.18115,2.15,0.48873,1.91,-0.02976,2.15
6.8,-0.51245,0.95,-0.12907,2.15,-0.21555,2.15
6.81,0.21366,1.91,0.00843,2.15,0.18277,0.95
6.82,-0.57008,1.19,0.09161,1.67,-0.51061,1.67
6.83,-0.35934,1.91,-0.09087,1.91,-0.32701,1.91
6.84,0.01514,0.72,0.71613,1.19,-0.18481,0.95
6.85,-0.48888,2.86,-0.11823,0.95,-0.32811,0.95
6.86,0.25366,2.15,0.12776,1.91,0.64329,0.95
6.87,0.51612,0.72,0.16432,0.95,0.24329,1.19
6.88,-0.32125,2.15,0.35937,0.95,0.22916,1.19
6.89,0.65767,2.15,-0.48772,2.15,-0.57699,2.15
6.9,0.01212,2.15,0.15276,0.95,0.03094,5.72
6.91,-0.37216,2.15,-0.39017,1.91,-0.17751,1.91
6.92,0.65801,0.95,0.13667,1.91,-0.66327,0.95
6.93,-0.30795,0.95,0.16484,1.19,-0.36391,0.95
6.94,-0.2945,1.19,0.21673,1.91,-0.61568,1.67
6.95,0.76766,1.19,-0.37704,1.67,0.37369,0.95
6.96,-0.04607,2.15,-0.29821,1.19,0.13932,1.67
6.97,0.05779,0.95,0.50734,0.72,0.1473,1.91
6.98,0.46469,2.15,0.09206,1.91,0.11184,2.15
6.99,-0.4359,1.91,-0.32609,2.15,-0.2936,0.95
7.0,0.37627,1.91,-0.39622,0.95,-0.00448,1.67
7.01,0.54811,4.05,0.25792,1.91,-0.73291,1.19
7.02,0.23356,2.86,-0.13032,0.95,-0.45756,0.95
7.03,0.27524,2.86,-0.06894,1.91,0.38165,0.95
7.04,-0.21166,2.62,0.60532,1.91,0.12739,0.95
7.05,-0.34925,1.67,0.36751,1.91,-0.42374,2.15
7.06,0.01339,1.91,0.50818,0.95,-0.47317,0.95
7.07,0.47019,2.15,0.3749,1.19,0.07943,0.72
7.08,-0.42433,2.15,0.063,0.72,0.86499,1.19
7.09,0.32541,0.95,-0.5895,2.15,0.43519,1.91
7.1,-0.19651,1.19,-0.17671,0.95,0.49244,1.19
7.11,-0.07731,0.72,-0.03501,0.95,0.17881,0.72
7.12,0.6056,2.15,-0.61341,0.95,-0.33184,1.91
7.13,0.2932,0.95,0.17089,2.15,-0.45486,2.15
7.14,-0.16804,0.95,0.1571,1.91,0.10731,1.67
7.15,0.35932,1.19,-0.49008,1.91,-0.00358,1.19
7.16,0.44474,2.15,-0.31949,0.95,0.08159,0.95
7.17,-0.30229,1.91,-0.25706,1.91,-0.16319,0.95
7.18,-0.3256,1.91,0.22509,1.67,-0.06429,1.19
7.19,0.5867,1.19,-0.08305,1.91,0.16365,5.96
7.2,-0.28166,1.19,-0.22881,2.15,-0.1798,7.15
7.21,-0.50404,0.72,-0.19387,2.15,0.20065,3.1
7.22,0.205,3.1,-0.2216,3.1,0.01005,3.81
7.23,0.01166,4.29,-0.33495,1.91,0.05625,2.86
7.24,-0.33179,2.15,-0.68222,3.81,0.28935,3.1
7.25,-0.3271,1.91,-0.39273,2.15,0.43396,1.91
7.26,0.34558,1.91,0.41773,3.1,-0.54396,2.15
7.27,-0.27511,0.95,0.28505,1.19,0.55634,1.91
7.28,0.1928,0.95,-0.10413,1.19,0.41209,2.15
7.29,-0.17391,2.15,0.18092,0.95,0.25689,0.95
7.3,-0.78076,1.91,0.59671,1.91,-0.74098,1.91
7.31,0.15415,1.91,0.16448,2.15,-0.42785,0.95
7.32,0.14304,1.91,0.08681,2.15,0.10325,1.19
7.33,-0.36854,0.95,-0.16394,1.91,-0.71657,1.19
7.34,-0.67899,1.19,0.34079,1.91,-0.01266,5.01
7.35,-0.20393,0.95,0.11507,1.19,-0.10874,0.95
7.36,-0.27783,0.95,0.47733,0.95,-0.40132,0.95
7.37,-0.09652,0.95,-0.56461,0.95,-0.21092,1.19
7.38,0.21667,0.95,-0.0507,1.91,0.36561,2.15
7.39,0.26329,1.91,0.28267,2.15,-0.05128,0.95
7.4,0.00761,1.19,-0.57023,1.19,0.65948,4.05
7.41,-0.56013,2.15,0.04014,1.91,0.30842,4.05
7.42,0.16711,0.95,0.15559,0.95,0.63599,5.72
7.43,0.00061,0.95,0.05034,2.15,-0.40783,3.81
7.44,0.04174,3.1,0.16424,4.05,-0.23954,4.05
7.45,-0.42898,6.91,-0.376,1.19,-0.00289,2.62
7.46,-0.39195,6.91,0.33415,2.15,0.7815,1.67
7.47,-0.3587,4.05,0.35766,1.19,0.47004,1.19
7.48,0.13566,2.86,0.13162,0.95,-0.15945,2.15
7.49,-0.44577,2.15,-0.17557,0.95,-0.08079,1.91
7.5,0.24942,2.15,-0.22662,0.95,-0.11403,2.15
7.51,0.35606,3.1,0.25548,0.95,-0.04317,1.91
7.52,0.02427,1.91,-0.50867,2.15,0.34482,1.19
7.53,0.13207,2.86,-0.13102,0.95,0.60201,5.25
7.54,-0.02521,1.67,0.01207,1.91,-0.16103,2.86
7.55,-0.12557,2.86,-0.16895,2.15,0.03488,2.15
7.56,0.41396,2.15,0.57051,2.15,0.25976,2.15
7.57,0.53265,2.15,-0.62888,0.95,-0.23754,2.15
7.58,-0.60312,3.1,-0.49334,1.19,0.00895,1.91
7.59,-0.28568,0.95,0.55197,0.95,-0.16381,0.95
7.6,-0.42728,0.95,0.20321,0.95,0.55412,0.95
7.61,-0.27258,0.95,-0.37847,0.95,-0.27861,2.15
7.62,0.44442,0.95,0.59772,2.15,-0.05937,0.95
7.63,0.13001,1.91,-0.35106,0.95,0.24334,1.91
7.64,-0.2152,1.19,0.33684,2.15,-0.37154,0.95
7.65,0.49813,0.95,0.36079,0.95,0.41376,2.15
7.66,0.04307,1.91,-0.59482,1.91,0.08107,0.72
7.67,0.19096,1.19,0.46278,1.19,-0.06393,2.15
7.68,-0.78461,2.15,-0.09645,0.72,0.56775,1.19
7.69,0.02593,0.95,-0.40258,0.95,0.48781,2.15
7.7,0.21807,0.95,-0.53,0.95,0.36699,2.15
7.71,-0.61864,1.91,-0.40546,1.91,-0.46053,0.72
7.72,-0.39456,0.95,-0.31151,1.19,-0.34107,1.91
7.73,0.12835,2.15,0.31355,1.91,0.26884,0.95
7.74,-0.15814,1.67,-0.17079,5.25,0.30343,2.15
7.75,-0.25899,5.96,-0.05468,1.91,-0.46219,0.95
7.76,0.45285,0.95,-0.04014,2.15,-0.37395,0.95
7.77,0.07893,0.95,0.22052,3.1,-0.57642,2.15
7.78,-0.43696,1.91,0.56937,1.91,-0.0973,0.72
7.79,0.08159,2.15,-0.20499,1.19,-0.28675,7.87
7.8,0.14781,0.72,0.50921,1.19,-0.0415,1.67
7.81,-0.08661,0.95,0.40569,1.91,-0.35936,0.95
7.82,-0.1705,0.95,-0.13865,3.1,-0.12203,0.95
7.83,0.08532,2.15,0.29546,1.67,-0.07139,0.95
7.84,0.38575,0.95,-0.43229,0.72,0.16207,0.95
7.85,-0.46869,0.95,-0.08963,1.91,0.17314,1.19
7.86,-0.08226,2.15,-0.30483,0.95,0.45831,1.91
7.87,0.26978,0.95,0.33631,0.95,0.1095,0.95
7.88,0.65195,0.95,-0.15971,0.95,0.50776,2.15
7.89,0.4326,0.95,0.17697,0.95,0.84031,0.95
7.9,0.05007,2.15,-0.05765,2.15,0.25207,1.67
7.91,-0.28386,2.15,0.07182,0.95,-0.29705,1.19
7.92,0.36598,2.15,0.36485,1.91,0.57936,0.95
7.93,0.37014,2.15,0.16385,1.19,0.25301,2.15
7.94,-0.41013,0.95,-0.39106,1.19,-0.40397,0.95
7.95,-0.22881,2.15,0.1024,1.19,0.07692,2.15
7.96,-0.22548,0.72,0.11829,1.67,0.41188,1.19
7.97,0.05715,1.67,0.30911,1.19,-0.21676,0.95
7.98,0.36972,1.67,-0.55239,0.95,0.03394,1.19
7.99,-0.19423,0.95,-0.20117,1.91,0.01658,2.15
8.0,-0.57762,3.1,-0.34905,1.91,-0.30539,2.15
8.01,0.11922,1.91,-0.04864,1.19,-0.3798,2.15
8.02,-0.00012,1.19,0.03991,0.72,0.17657,0.95
8.03,-0.47163,0.95,0.17424,1.19,0.15449,0.95
8.04,0.04715,1.67,0.0214,1.91,0.53195,1.91
8.05,0.10816,1.19,0.69855,1.67,-0.47508,0.95
8.06,-0.1843,1.91,0.2426,0.95,-0.32387,2.15
8.07,-0.73688,0.95,0.26835,1.19,0.25194,0.95
8.08,-0.16535,0.95,0.44904,2.15,-0.43479,2.15
8.09,-0.01214,0.72,0.23193,2.15,0.4106,0.95
8.1,-0.10304,1.19,-0.61002,5.25,0.07704,0.95
8.11,0.409,0.95,0.12276,1.91,-0.37024,1.91
8.12,0.65951,0.95,0.4385,0.95,-0.2388,0.95
8.13,0.28452,1.91,0.20423,0.95,-0.06736,1.19
8.14,0.26414,0.95,-0.0053,0.95,-0.05132,2.15
8.15,0.32684,4.77,0.23382,1.91,-0.35302,0.95
8.16,0.37728,1.91,0.15411,0.72,-0.11707,0.95
8.17,0.19962,1.19,-0.09122,0.95,-0.20804,1.19
8.18,0.6053,1.91,-0.24314,1.19,0.59573,1.91
8.19,0.34882,0.95,0.06574,1.91,-0.18732,1.91
8.2,0.43033,0.95,-0.75364,1.91,0.04731,1.91
8.21,-0.09484,1.19,-0.25093,13.11,0.58993,1.91
8.22,-0.47781,2.15,-0.36846,23.13,-0.23102,0.95
8.23,-0.28109,2.15,-0.11734,6.91,0.13472,0.95
8.24,0.29531,1.19,0.23145,5.01,0.31306,1.91
8.25,0.418,0.95,0.30486,3.1,-0.47109,0.95
8.26,-0.0598,2.15,0.30348,2.15,-0.08854,1.91
8.27,-0.1624,1.91,-0.49064,3.1,-0.00319,3.1
8.28,0.24274,3.1,-0.3584,2.15,0.32575,3.1
8.29,0.2446,1.19,-0.07662,0.95,-0.37141,1.19
8.3,-0.16847,0.95,0.03243,3.1,0.25273,1.91
8.31,0.1482,0.95,0.00043,1.91,0.06961,1.91
8.32,-0.64919,2.15,-0.4506,1.91,0.41714,2.15
8.33,0.17365,0.95,0.35477,1.19,0.1114,1.67
8.34,0.23579,1.91,-0.07598,2.15,0.4077,2.15
8.35,-0.42646,1.91,0.43407,0.95,0.28196,1.19
8.36,0.39122,0.95,0.24953,1.19,-0.36334,0.95
8.37,-0.33347,0.95,-0.14625,1.19,0.49968,3.1
8.38,0.17395,1.91,-0.08441,0.95,-0.35169,2.15
8.39,0.22322,0.95,-0.59122,0.95,0.40591,1.91
8.4,0.31722,2.15,-0.36136,2.15,-0.70211,1.91
8.41,-0.13241,0.95,0.56233,0.95,-0.14673,0.95
8.42,0.12451,1.91,-0.18424,2.15,0.29459,2.15
8.43,0.30493,0.95,0.3213,2.15,-0.11966,1.91
